step,agent_id,total_reward,epsilon,is_busy
4159,Transporter-1,-2818,0.23161694628320303,1
4159,Transporter-2,-2802,0.23161694628320303,1
4160,Transporter-1,-2819,0.23161694628320303,1
4160,Transporter-2,-2803,0.23161694628320303,1
4161,Transporter-1,-2719,0.19687440434072256,0
4161,Transporter-2,-2804,0.23161694628320303,1
4162,Transporter-1,-2719,0.19687440434072256,0
4162,Transporter-2,-2805,0.23161694628320303,1
4163,Transporter-1,-2719,0.19687440434072256,0
4163,Transporter-2,-2806,0.23161694628320303,1
4164,Transporter-1,-2719,0.19687440434072256,0
4164,Transporter-2,-2807,0.23161694628320303,1
4165,Transporter-1,-2720,0.19687440434072256,1
4165,Transporter-2,-2808,0.23161694628320303,1
4166,Transporter-1,-2721,0.19687440434072256,1
4166,Transporter-2,-2809,0.23161694628320303,1
4167,Transporter-1,-2722,0.19687440434072256,1
4167,Transporter-2,-2810,0.23161694628320303,1
4168,Transporter-1,-2723,0.19687440434072256,1
4168,Transporter-2,-2811,0.23161694628320303,1
4169,Transporter-1,-2724,0.19687440434072256,1
4169,Transporter-2,-2812,0.23161694628320303,1
4170,Transporter-1,-2725,0.19687440434072256,1
4170,Transporter-2,-2813,0.23161694628320303,1
4171,Transporter-1,-2726,0.19687440434072256,1
4171,Transporter-2,-2814,0.23161694628320303,1
4172,Transporter-1,-2727,0.19687440434072256,1
4172,Transporter-2,-2815,0.23161694628320303,1
4173,Transporter-1,-2728,0.19687440434072256,1
4173,Transporter-2,-2816,0.23161694628320303,1
4174,Transporter-1,-2729,0.19687440434072256,1
4174,Transporter-2,-2817,0.23161694628320303,1
4175,Transporter-1,-2730,0.19687440434072256,1
4175,Transporter-2,-2818,0.23161694628320303,1
4176,Transporter-1,-2731,0.19687440434072256,1
4176,Transporter-2,-2819,0.23161694628320303,1
4177,Transporter-1,-2732,0.19687440434072256,1
4177,Transporter-2,-2820,0.23161694628320303,1
4178,Transporter-1,-2733,0.19687440434072256,1
4178,Transporter-2,-2821,0.23161694628320303,1
4179,Transporter-1,-2734,0.19687440434072256,1
4179,Transporter-2,-2822,0.23161694628320303,1
4180,Transporter-1,-2735,0.19687440434072256,1
4180,Transporter-2,-2722,0.19687440434072256,0
4181,Transporter-1,-2736,0.19687440434072256,1
4181,Transporter-2,-2722,0.19687440434072256,0
4182,Transporter-1,-2737,0.19687440434072256,1
4182,Transporter-2,-2722,0.19687440434072256,0
4183,Transporter-1,-2738,0.19687440434072256,1
4183,Transporter-2,-2722,0.19687440434072256,0
4184,Transporter-1,-2739,0.19687440434072256,1
4184,Transporter-2,-2722,0.19687440434072256,0
4185,Transporter-1,-2740,0.19687440434072256,1
4185,Transporter-2,-2722,0.19687440434072256,0
4186,Transporter-1,-2741,0.19687440434072256,1
4186,Transporter-2,-2722,0.19687440434072256,0
4187,Transporter-1,-2742,0.19687440434072256,1
4187,Transporter-2,-2723,0.19687440434072256,1
4188,Transporter-1,-2743,0.19687440434072256,1
4188,Transporter-2,-2724,0.19687440434072256,1
4189,Transporter-1,-2744,0.19687440434072256,1
4189,Transporter-2,-2725,0.19687440434072256,1
4190,Transporter-1,-2745,0.19687440434072256,1
4190,Transporter-2,-2726,0.19687440434072256,1
4191,Transporter-1,-2746,0.19687440434072256,1
4191,Transporter-2,-2727,0.19687440434072256,1
4192,Transporter-1,-2747,0.19687440434072256,1
4192,Transporter-2,-2728,0.19687440434072256,1
4193,Transporter-1,-2748,0.19687440434072256,1
4193,Transporter-2,-2729,0.19687440434072256,1
4194,Transporter-1,-2749,0.19687440434072256,1
4194,Transporter-2,-2730,0.19687440434072256,1
4195,Transporter-1,-2750,0.19687440434072256,1
4195,Transporter-2,-2731,0.19687440434072256,1
4196,Transporter-1,-2751,0.19687440434072256,1
4196,Transporter-2,-2732,0.19687440434072256,1
4197,Transporter-1,-2752,0.19687440434072256,1
4197,Transporter-2,-2733,0.19687440434072256,1
4198,Transporter-1,-2753,0.19687440434072256,1
4198,Transporter-2,-2734,0.19687440434072256,1
4199,Transporter-1,-2733,0.19687440434072256,1
4199,Transporter-2,-2735,0.19687440434072256,1
4200,Transporter-1,-2734,0.19687440434072256,1
4200,Transporter-2,-2736,0.19687440434072256,1
4201,Transporter-1,-2735,0.19687440434072256,1
4201,Transporter-2,-2716,0.19687440434072256,1
4202,Transporter-1,-2736,0.19687440434072256,1
4202,Transporter-2,-2717,0.19687440434072256,1
4203,Transporter-1,-2737,0.19687440434072256,1
4203,Transporter-2,-2718,0.19687440434072256,1
4204,Transporter-1,-2738,0.19687440434072256,1
4204,Transporter-2,-2719,0.19687440434072256,1
4205,Transporter-1,-2739,0.19687440434072256,1
4205,Transporter-2,-2720,0.19687440434072256,1
4206,Transporter-1,-2740,0.19687440434072256,1
4206,Transporter-2,-2721,0.19687440434072256,1
4207,Transporter-1,-2741,0.19687440434072256,1
4207,Transporter-2,-2722,0.19687440434072256,1
4208,Transporter-1,-2742,0.19687440434072256,1
4208,Transporter-2,-2723,0.19687440434072256,1
4209,Transporter-1,-2743,0.19687440434072256,1
4209,Transporter-2,-2724,0.19687440434072256,1
4210,Transporter-1,-2744,0.19687440434072256,1
4210,Transporter-2,-2624,0.16734324368961417,0
4211,Transporter-1,-2745,0.19687440434072256,1
4211,Transporter-2,-2624,0.16734324368961417,0
4212,Transporter-1,-2746,0.19687440434072256,1
4212,Transporter-2,-2624,0.16734324368961417,0
4213,Transporter-1,-2747,0.19687440434072256,1
4213,Transporter-2,-2624,0.16734324368961417,0
4214,Transporter-1,-2748,0.19687440434072256,1
4214,Transporter-2,-2624,0.16734324368961417,0
4215,Transporter-1,-2749,0.19687440434072256,1
4215,Transporter-2,-2625,0.16734324368961417,1
4216,Transporter-1,-2750,0.19687440434072256,1
4216,Transporter-2,-2626,0.16734324368961417,1
4217,Transporter-1,-2751,0.19687440434072256,1
4217,Transporter-2,-2627,0.16734324368961417,1
4218,Transporter-1,-2752,0.19687440434072256,1
4218,Transporter-2,-2628,0.16734324368961417,1
4219,Transporter-1,-2753,0.19687440434072256,1
4219,Transporter-2,-2629,0.16734324368961417,1
4220,Transporter-1,-2754,0.19687440434072256,1
4220,Transporter-2,-2630,0.16734324368961417,1
4221,Transporter-1,-2755,0.19687440434072256,1
4221,Transporter-2,-2631,0.16734324368961417,1
4222,Transporter-1,-2756,0.19687440434072256,1
4222,Transporter-2,-2611,0.16734324368961417,1
4223,Transporter-1,-2757,0.19687440434072256,1
4223,Transporter-2,-2612,0.16734324368961417,1
4224,Transporter-1,-2758,0.19687440434072256,1
4224,Transporter-2,-2613,0.16734324368961417,1
4225,Transporter-1,-2759,0.19687440434072256,1
4225,Transporter-2,-2614,0.16734324368961417,1
4226,Transporter-1,-2760,0.19687440434072256,1
4226,Transporter-2,-2615,0.16734324368961417,1
4227,Transporter-1,-2761,0.19687440434072256,1
4227,Transporter-2,-2616,0.16734324368961417,1
4228,Transporter-1,-2762,0.19687440434072256,1
4228,Transporter-2,-2617,0.16734324368961417,1
4229,Transporter-1,-2763,0.19687440434072256,1
4229,Transporter-2,-2618,0.16734324368961417,1
4230,Transporter-1,-2764,0.19687440434072256,1
4230,Transporter-2,-2619,0.16734324368961417,1
4231,Transporter-1,-2765,0.19687440434072256,1
4231,Transporter-2,-2620,0.16734324368961417,1
4232,Transporter-1,-2766,0.19687440434072256,1
4232,Transporter-2,-2621,0.16734324368961417,1
4233,Transporter-1,-2767,0.19687440434072256,1
4233,Transporter-2,-2622,0.16734324368961417,1
4234,Transporter-1,-2768,0.19687440434072256,1
4234,Transporter-2,-2522,0.14224175713617204,0
4235,Transporter-1,-2769,0.19687440434072256,1
4235,Transporter-2,-2522,0.14224175713617204,0
4236,Transporter-1,-2770,0.19687440434072256,1
4236,Transporter-2,-2522,0.14224175713617204,0
4237,Transporter-1,-2771,0.19687440434072256,1
4237,Transporter-2,-2522,0.14224175713617204,0
4238,Transporter-1,-2772,0.19687440434072256,1
4238,Transporter-2,-2522,0.14224175713617204,0
4239,Transporter-1,-2773,0.19687440434072256,1
4239,Transporter-2,-2522,0.14224175713617204,0
4240,Transporter-1,-2774,0.19687440434072256,1
4240,Transporter-2,-2522,0.14224175713617204,0
4241,Transporter-1,-2775,0.19687440434072256,1
4241,Transporter-2,-2522,0.14224175713617204,0
4242,Transporter-1,-2776,0.19687440434072256,1
4242,Transporter-2,-2522,0.14224175713617204,0
4243,Transporter-1,-2777,0.19687440434072256,1
4243,Transporter-2,-2522,0.14224175713617204,0
4244,Transporter-1,-2778,0.19687440434072256,1
4244,Transporter-2,-2522,0.14224175713617204,0
4245,Transporter-1,-2779,0.19687440434072256,1
4245,Transporter-2,-2522,0.14224175713617204,0
4246,Transporter-1,-2780,0.19687440434072256,1
4246,Transporter-2,-2522,0.14224175713617204,0
4247,Transporter-1,-2781,0.19687440434072256,1
4247,Transporter-2,-2522,0.14224175713617204,0
4248,Transporter-1,-2782,0.19687440434072256,1
4248,Transporter-2,-2522,0.14224175713617204,0
4249,Transporter-1,-2783,0.19687440434072256,1
4249,Transporter-2,-2522,0.14224175713617204,0
4250,Transporter-1,-2784,0.19687440434072256,1
4250,Transporter-2,-2522,0.14224175713617204,0
4251,Transporter-1,-2785,0.19687440434072256,1
4251,Transporter-2,-2522,0.14224175713617204,0
4252,Transporter-1,-2786,0.19687440434072256,1
4252,Transporter-2,-2522,0.14224175713617204,0
4253,Transporter-1,-2787,0.19687440434072256,1
4253,Transporter-2,-2522,0.14224175713617204,0
4254,Transporter-1,-2788,0.19687440434072256,1
4254,Transporter-2,-2522,0.14224175713617204,0
4255,Transporter-1,-2789,0.19687440434072256,1
4255,Transporter-2,-2522,0.14224175713617204,0
4256,Transporter-1,-2790,0.19687440434072256,1
4256,Transporter-2,-2522,0.14224175713617204,0
4257,Transporter-1,-2791,0.19687440434072256,1
4257,Transporter-2,-2522,0.14224175713617204,0
4258,Transporter-1,-2792,0.19687440434072256,1
4258,Transporter-2,-2522,0.14224175713617204,0
4259,Transporter-1,-2793,0.19687440434072256,1
4259,Transporter-2,-2522,0.14224175713617204,0
4260,Transporter-1,-2794,0.19687440434072256,1
4260,Transporter-2,-2522,0.14224175713617204,0
4261,Transporter-1,-2795,0.19687440434072256,1
4261,Transporter-2,-2522,0.14224175713617204,0
4262,Transporter-1,-2796,0.19687440434072256,1
4262,Transporter-2,-2522,0.14224175713617204,0
4263,Transporter-1,-2797,0.19687440434072256,1
4263,Transporter-2,-2522,0.14224175713617204,0
4264,Transporter-1,-2798,0.19687440434072256,1
4264,Transporter-2,-2522,0.14224175713617204,0
4265,Transporter-1,-2799,0.19687440434072256,1
4265,Transporter-2,-2522,0.14224175713617204,0
4266,Transporter-1,-2800,0.19687440434072256,1
4266,Transporter-2,-2522,0.14224175713617204,0
4267,Transporter-1,-2801,0.19687440434072256,1
4267,Transporter-2,-2522,0.14224175713617204,0
4268,Transporter-1,-2802,0.19687440434072256,1
4268,Transporter-2,-2522,0.14224175713617204,0
4269,Transporter-1,-2803,0.19687440434072256,1
4269,Transporter-2,-2522,0.14224175713617204,0
4270,Transporter-1,-2804,0.19687440434072256,1
4270,Transporter-2,-2522,0.14224175713617204,0
4271,Transporter-1,-2805,0.19687440434072256,1
4271,Transporter-2,-2522,0.14224175713617204,0
4272,Transporter-1,-2705,0.16734324368961417,0
4272,Transporter-2,-2522,0.14224175713617204,0
4273,Transporter-1,-2705,0.16734324368961417,0
4273,Transporter-2,-2522,0.14224175713617204,0
4274,Transporter-1,-2705,0.16734324368961417,0
4274,Transporter-2,-2522,0.14224175713617204,0
4275,Transporter-1,-2705,0.16734324368961417,0
4275,Transporter-2,-2522,0.14224175713617204,0
4276,Transporter-1,-2705,0.16734324368961417,0
4276,Transporter-2,-2522,0.14224175713617204,0
4277,Transporter-1,-2705,0.16734324368961417,0
4277,Transporter-2,-2522,0.14224175713617204,0
4278,Transporter-1,-2705,0.16734324368961417,0
4278,Transporter-2,-2522,0.14224175713617204,0
4279,Transporter-1,-2705,0.16734324368961417,0
4279,Transporter-2,-2522,0.14224175713617204,0
4280,Transporter-1,-2705,0.16734324368961417,0
4280,Transporter-2,-2522,0.14224175713617204,0
4281,Transporter-1,-2705,0.16734324368961417,0
4281,Transporter-2,-2522,0.14224175713617204,0
4282,Transporter-1,-2705,0.16734324368961417,0
4282,Transporter-2,-2522,0.14224175713617204,0
4283,Transporter-1,-2705,0.16734324368961417,0
4283,Transporter-2,-2522,0.14224175713617204,0
4284,Transporter-1,-2705,0.16734324368961417,0
4284,Transporter-2,-2522,0.14224175713617204,0
4285,Transporter-1,-2705,0.16734324368961417,0
4285,Transporter-2,-2522,0.14224175713617204,0
4286,Transporter-1,-2705,0.16734324368961417,0
4286,Transporter-2,-2523,0.14224175713617204,1
4287,Transporter-1,-2705,0.16734324368961417,0
4287,Transporter-2,-2524,0.14224175713617204,1
4288,Transporter-1,-2705,0.16734324368961417,0
4288,Transporter-2,-2525,0.14224175713617204,1
4289,Transporter-1,-2705,0.16734324368961417,0
4289,Transporter-2,-2526,0.14224175713617204,1
4290,Transporter-1,-2706,0.16734324368961417,1
4290,Transporter-2,-2527,0.14224175713617204,1
4291,Transporter-1,-2707,0.16734324368961417,1
4291,Transporter-2,-2528,0.14224175713617204,1
4292,Transporter-1,-2708,0.16734324368961417,1
4292,Transporter-2,-2529,0.14224175713617204,1
4293,Transporter-1,-2709,0.16734324368961417,1
4293,Transporter-2,-2530,0.14224175713617204,1
4294,Transporter-1,-2710,0.16734324368961417,1
4294,Transporter-2,-2531,0.14224175713617204,1
4295,Transporter-1,-2711,0.16734324368961417,1
4295,Transporter-2,-2532,0.14224175713617204,1
4296,Transporter-1,-2712,0.16734324368961417,1
4296,Transporter-2,-2533,0.14224175713617204,1
4297,Transporter-1,-2713,0.16734324368961417,1
4297,Transporter-2,-2534,0.14224175713617204,1
4298,Transporter-1,-2714,0.16734324368961417,1
4298,Transporter-2,-2535,0.14224175713617204,1
4299,Transporter-1,-2715,0.16734324368961417,1
4299,Transporter-2,-2536,0.14224175713617204,1
4300,Transporter-1,-2716,0.16734324368961417,1
4300,Transporter-2,-2537,0.14224175713617204,1
4301,Transporter-1,-2717,0.16734324368961417,1
4301,Transporter-2,-2538,0.14224175713617204,1
4302,Transporter-1,-2718,0.16734324368961417,1
4302,Transporter-2,-2539,0.14224175713617204,1
4303,Transporter-1,-2719,0.16734324368961417,1
4303,Transporter-2,-2519,0.14224175713617204,1
4304,Transporter-1,-2720,0.16734324368961417,1
4304,Transporter-2,-2520,0.14224175713617204,1
4305,Transporter-1,-2721,0.16734324368961417,1
4305,Transporter-2,-2521,0.14224175713617204,1
4306,Transporter-1,-2701,0.16734324368961417,1
4306,Transporter-2,-2522,0.14224175713617204,1
4307,Transporter-1,-2702,0.16734324368961417,1
4307,Transporter-2,-2523,0.14224175713617204,1
4308,Transporter-1,-2703,0.16734324368961417,1
4308,Transporter-2,-2524,0.14224175713617204,1
4309,Transporter-1,-2704,0.16734324368961417,1
4309,Transporter-2,-2525,0.14224175713617204,1
4310,Transporter-1,-2705,0.16734324368961417,1
4310,Transporter-2,-2526,0.14224175713617204,1
4311,Transporter-1,-2706,0.16734324368961417,1
4311,Transporter-2,-2527,0.14224175713617204,1
4312,Transporter-1,-2707,0.16734324368961417,1
4312,Transporter-2,-2528,0.14224175713617204,1
4313,Transporter-1,-2708,0.16734324368961417,1
4313,Transporter-2,-2529,0.14224175713617204,1
4314,Transporter-1,-2709,0.16734324368961417,1
4314,Transporter-2,-2530,0.14224175713617204,1
4315,Transporter-1,-2710,0.16734324368961417,1
4315,Transporter-2,-2531,0.14224175713617204,1
4316,Transporter-1,-2711,0.16734324368961417,1
4316,Transporter-2,-2532,0.14224175713617204,1
4317,Transporter-1,-2712,0.16734324368961417,1
4317,Transporter-2,-2533,0.14224175713617204,1
4318,Transporter-1,-2713,0.16734324368961417,1
4318,Transporter-2,-2534,0.14224175713617204,1
4319,Transporter-1,-2714,0.16734324368961417,1
4319,Transporter-2,-2535,0.14224175713617204,1
4320,Transporter-1,-2715,0.16734324368961417,1
4320,Transporter-2,-2536,0.14224175713617204,1
4321,Transporter-1,-2716,0.16734324368961417,1
4321,Transporter-2,-2537,0.14224175713617204,1
4322,Transporter-1,-2717,0.16734324368961417,1
4322,Transporter-2,-2538,0.14224175713617204,1
4323,Transporter-1,-2718,0.16734324368961417,1
4323,Transporter-2,-2539,0.14224175713617204,1
4324,Transporter-1,-2719,0.16734324368961417,1
4324,Transporter-2,-2540,0.14224175713617204,1
4325,Transporter-1,-2720,0.16734324368961417,1
4325,Transporter-2,-2541,0.14224175713617204,1
4326,Transporter-1,-2721,0.16734324368961417,1
4326,Transporter-2,-2441,0.12090549356574623,0
4327,Transporter-1,-2722,0.16734324368961417,1
4327,Transporter-2,-2441,0.12090549356574623,0
4328,Transporter-1,-2723,0.16734324368961417,1
4328,Transporter-2,-2441,0.12090549356574623,0
4329,Transporter-1,-2724,0.16734324368961417,1
4329,Transporter-2,-2441,0.12090549356574623,0
4330,Transporter-1,-2725,0.16734324368961417,1
4330,Transporter-2,-2441,0.12090549356574623,0
4331,Transporter-1,-2726,0.16734324368961417,1
4331,Transporter-2,-2441,0.12090549356574623,0
4332,Transporter-1,-2727,0.16734324368961417,1
4332,Transporter-2,-2441,0.12090549356574623,0
4333,Transporter-1,-2728,0.16734324368961417,1
4333,Transporter-2,-2441,0.12090549356574623,0
4334,Transporter-1,-2729,0.16734324368961417,1
4334,Transporter-2,-2441,0.12090549356574623,0
4335,Transporter-1,-2730,0.16734324368961417,1
4335,Transporter-2,-2441,0.12090549356574623,0
4336,Transporter-1,-2731,0.16734324368961417,1
4336,Transporter-2,-2442,0.12090549356574623,1
4337,Transporter-1,-2732,0.16734324368961417,1
4337,Transporter-2,-2443,0.12090549356574623,1
4338,Transporter-1,-2733,0.16734324368961417,1
4338,Transporter-2,-2444,0.12090549356574623,1
4339,Transporter-1,-2734,0.16734324368961417,1
4339,Transporter-2,-2445,0.12090549356574623,1
4340,Transporter-1,-2735,0.16734324368961417,1
4340,Transporter-2,-2446,0.12090549356574623,1
4341,Transporter-1,-2736,0.16734324368961417,1
4341,Transporter-2,-2447,0.12090549356574623,1
4342,Transporter-1,-2737,0.16734324368961417,1
4342,Transporter-2,-2448,0.12090549356574623,1
4343,Transporter-1,-2738,0.16734324368961417,1
4343,Transporter-2,-2449,0.12090549356574623,1
4344,Transporter-1,-2739,0.16734324368961417,1
4344,Transporter-2,-2450,0.12090549356574623,1
4345,Transporter-1,-2740,0.16734324368961417,1
4345,Transporter-2,-2451,0.12090549356574623,1
4346,Transporter-1,-2741,0.16734324368961417,1
4346,Transporter-2,-2452,0.12090549356574623,1
4347,Transporter-1,-2742,0.16734324368961417,1
4347,Transporter-2,-2453,0.12090549356574623,1
4348,Transporter-1,-2743,0.16734324368961417,1
4348,Transporter-2,-2454,0.12090549356574623,1
4349,Transporter-1,-2744,0.16734324368961417,1
4349,Transporter-2,-2455,0.12090549356574623,1
4350,Transporter-1,-2745,0.16734324368961417,1
4350,Transporter-2,-2456,0.12090549356574623,1
4351,Transporter-1,-2746,0.16734324368961417,1
4351,Transporter-2,-2457,0.12090549356574623,1
4352,Transporter-1,-2747,0.16734324368961417,1
4352,Transporter-2,-2458,0.12090549356574623,1
4353,Transporter-1,-2748,0.16734324368961417,1
4353,Transporter-2,-2459,0.12090549356574623,1
4354,Transporter-1,-2749,0.16734324368961417,1
4354,Transporter-2,-2460,0.12090549356574623,1
4355,Transporter-1,-2750,0.16734324368961417,1
4355,Transporter-2,-2461,0.12090549356574623,1
4356,Transporter-1,-2751,0.16734324368961417,1
4356,Transporter-2,-2462,0.12090549356574623,1
4357,Transporter-1,-2752,0.16734324368961417,1
4357,Transporter-2,-2463,0.12090549356574623,1
4358,Transporter-1,-2753,0.16734324368961417,1
4358,Transporter-2,-2464,0.12090549356574623,1
4359,Transporter-1,-2754,0.16734324368961417,1
4359,Transporter-2,-2465,0.12090549356574623,1
4360,Transporter-1,-2755,0.16734324368961417,1
4360,Transporter-2,-2466,0.12090549356574623,1
4361,Transporter-1,-2756,0.16734324368961417,1
4361,Transporter-2,-2467,0.12090549356574623,1
4362,Transporter-1,-2656,0.14224175713617204,0
4362,Transporter-2,-2468,0.12090549356574623,1
4363,Transporter-1,-2656,0.14224175713617204,0
4363,Transporter-2,-2469,0.12090549356574623,1
4364,Transporter-1,-2656,0.14224175713617204,0
4364,Transporter-2,-2470,0.12090549356574623,1
4365,Transporter-1,-2656,0.14224175713617204,0
4365,Transporter-2,-2471,0.12090549356574623,1
4366,Transporter-1,-2656,0.14224175713617204,0
4366,Transporter-2,-2472,0.12090549356574623,1
4367,Transporter-1,-2656,0.14224175713617204,0
4367,Transporter-2,-2473,0.12090549356574623,1
4368,Transporter-1,-2656,0.14224175713617204,0
4368,Transporter-2,-2474,0.12090549356574623,1
4369,Transporter-1,-2656,0.14224175713617204,0
4369,Transporter-2,-2475,0.12090549356574623,1
4370,Transporter-1,-2656,0.14224175713617204,0
4370,Transporter-2,-2476,0.12090549356574623,1
4371,Transporter-1,-2656,0.14224175713617204,0
4371,Transporter-2,-2477,0.12090549356574623,1
4372,Transporter-1,-2656,0.14224175713617204,0
4372,Transporter-2,-2478,0.12090549356574623,1
4373,Transporter-1,-2656,0.14224175713617204,0
4373,Transporter-2,-2479,0.12090549356574623,1
4374,Transporter-1,-2656,0.14224175713617204,0
4374,Transporter-2,-2480,0.12090549356574623,1
4375,Transporter-1,-2656,0.14224175713617204,0
4375,Transporter-2,-2481,0.12090549356574623,1
4376,Transporter-1,-2656,0.14224175713617204,0
4376,Transporter-2,-2482,0.12090549356574623,1
4377,Transporter-1,-2656,0.14224175713617204,0
4377,Transporter-2,-2483,0.12090549356574623,1
4378,Transporter-1,-2656,0.14224175713617204,0
4378,Transporter-2,-2484,0.12090549356574623,1
4379,Transporter-1,-2656,0.14224175713617204,0
4379,Transporter-2,-2485,0.12090549356574623,1
4380,Transporter-1,-2656,0.14224175713617204,0
4380,Transporter-2,-2486,0.12090549356574623,1
4381,Transporter-1,-2656,0.14224175713617204,0
4381,Transporter-2,-2487,0.12090549356574623,1
4382,Transporter-1,-2656,0.14224175713617204,0
4382,Transporter-2,-2488,0.12090549356574623,1
4383,Transporter-1,-2656,0.14224175713617204,0
4383,Transporter-2,-2489,0.12090549356574623,1
4384,Transporter-1,-2656,0.14224175713617204,0
4384,Transporter-2,-2469,0.12090549356574623,1
4385,Transporter-1,-2656,0.14224175713617204,0
4385,Transporter-2,-2470,0.12090549356574623,1
4386,Transporter-1,-2656,0.14224175713617204,0
4386,Transporter-2,-2471,0.12090549356574623,1
4387,Transporter-1,-2656,0.14224175713617204,0
4387,Transporter-2,-2472,0.12090549356574623,1
4388,Transporter-1,-2656,0.14224175713617204,0
4388,Transporter-2,-2473,0.12090549356574623,1
4389,Transporter-1,-2656,0.14224175713617204,0
4389,Transporter-2,-2474,0.12090549356574623,1
4390,Transporter-1,-2656,0.14224175713617204,0
4390,Transporter-2,-2475,0.12090549356574623,1
4391,Transporter-1,-2656,0.14224175713617204,0
4391,Transporter-2,-2476,0.12090549356574623,1
4392,Transporter-1,-2656,0.14224175713617204,0
4392,Transporter-2,-2477,0.12090549356574623,1
4393,Transporter-1,-2656,0.14224175713617204,0
4393,Transporter-2,-2478,0.12090549356574623,1
4394,Transporter-1,-2656,0.14224175713617204,0
4394,Transporter-2,-2479,0.12090549356574623,1
4395,Transporter-1,-2656,0.14224175713617204,0
4395,Transporter-2,-2480,0.12090549356574623,1
4396,Transporter-1,-2656,0.14224175713617204,0
4396,Transporter-2,-2481,0.12090549356574623,1
4397,Transporter-1,-2656,0.14224175713617204,0
4397,Transporter-2,-2482,0.12090549356574623,1
4398,Transporter-1,-2656,0.14224175713617204,0
4398,Transporter-2,-2483,0.12090549356574623,1
4399,Transporter-1,-2656,0.14224175713617204,0
4399,Transporter-2,-2484,0.12090549356574623,1
4400,Transporter-1,-2656,0.14224175713617204,0
4400,Transporter-2,-2485,0.12090549356574623,1
4401,Transporter-1,-2656,0.14224175713617204,0
4401,Transporter-2,-2486,0.12090549356574623,1
4402,Transporter-1,-2656,0.14224175713617204,0
4402,Transporter-2,-2487,0.12090549356574623,1
4403,Transporter-1,-2656,0.14224175713617204,0
4403,Transporter-2,-2488,0.12090549356574623,1
4404,Transporter-1,-2656,0.14224175713617204,0
4404,Transporter-2,-2489,0.12090549356574623,1
4405,Transporter-1,-2656,0.14224175713617204,0
4405,Transporter-2,-2490,0.12090549356574623,1
4406,Transporter-1,-2657,0.14224175713617204,1
4406,Transporter-2,-2491,0.12090549356574623,1
4407,Transporter-1,-2658,0.14224175713617204,1
4407,Transporter-2,-2492,0.12090549356574623,1
4408,Transporter-1,-2659,0.14224175713617204,1
4408,Transporter-2,-2493,0.12090549356574623,1
4409,Transporter-1,-2660,0.14224175713617204,1
4409,Transporter-2,-2494,0.12090549356574623,1
4410,Transporter-1,-2661,0.14224175713617204,1
4410,Transporter-2,-2495,0.12090549356574623,1
4411,Transporter-1,-2662,0.14224175713617204,1
4411,Transporter-2,-2496,0.12090549356574623,1
4412,Transporter-1,-2663,0.14224175713617204,1
4412,Transporter-2,-2497,0.12090549356574623,1
4413,Transporter-1,-2664,0.14224175713617204,1
4413,Transporter-2,-2498,0.12090549356574623,1
4414,Transporter-1,-2665,0.14224175713617204,1
4414,Transporter-2,-2499,0.12090549356574623,1
4415,Transporter-1,-2666,0.14224175713617204,1
4415,Transporter-2,-2500,0.12090549356574623,1
4416,Transporter-1,-2667,0.14224175713617204,1
4416,Transporter-2,-2501,0.12090549356574623,1
4417,Transporter-1,-2668,0.14224175713617204,1
4417,Transporter-2,-2502,0.12090549356574623,1
4418,Transporter-1,-2669,0.14224175713617204,1
4418,Transporter-2,-2503,0.12090549356574623,1
4419,Transporter-1,-2670,0.14224175713617204,1
4419,Transporter-2,-2504,0.12090549356574623,1
4420,Transporter-1,-2671,0.14224175713617204,1
4420,Transporter-2,-2505,0.12090549356574623,1
4421,Transporter-1,-2672,0.14224175713617204,1
4421,Transporter-2,-2506,0.12090549356574623,1
4422,Transporter-1,-2673,0.14224175713617204,1
4422,Transporter-2,-2507,0.12090549356574623,1
4423,Transporter-1,-2674,0.14224175713617204,1
4423,Transporter-2,-2508,0.12090549356574623,1
4424,Transporter-1,-2675,0.14224175713617204,1
4424,Transporter-2,-2509,0.12090549356574623,1
4425,Transporter-1,-2676,0.14224175713617204,1
4425,Transporter-2,-2510,0.12090549356574623,1
4426,Transporter-1,-2656,0.14224175713617204,1
4426,Transporter-2,-2511,0.12090549356574623,1
4427,Transporter-1,-2657,0.14224175713617204,1
4427,Transporter-2,-2512,0.12090549356574623,1
4428,Transporter-1,-2658,0.14224175713617204,1
4428,Transporter-2,-2513,0.12090549356574623,1
4429,Transporter-1,-2659,0.14224175713617204,1
4429,Transporter-2,-2514,0.12090549356574623,1
4430,Transporter-1,-2660,0.14224175713617204,1
4430,Transporter-2,-2515,0.12090549356574623,1
4431,Transporter-1,-2661,0.14224175713617204,1
4431,Transporter-2,-2516,0.12090549356574623,1
4432,Transporter-1,-2662,0.14224175713617204,1
4432,Transporter-2,-2517,0.12090549356574623,1
4433,Transporter-1,-2663,0.14224175713617204,1
4433,Transporter-2,-2518,0.12090549356574623,1
4434,Transporter-1,-2664,0.14224175713617204,1
4434,Transporter-2,-2519,0.12090549356574623,1
4435,Transporter-1,-2665,0.14224175713617204,1
4435,Transporter-2,-2520,0.12090549356574623,1
4436,Transporter-1,-2666,0.14224175713617204,1
4436,Transporter-2,-2521,0.12090549356574623,1
4437,Transporter-1,-2667,0.14224175713617204,1
4437,Transporter-2,-2522,0.12090549356574623,1
4438,Transporter-1,-2668,0.14224175713617204,1
